Method, Mean (ms), Stddev (ms)
write_preallocate_truncate_nocache 4 Kb, 1862.037302, 1319.348118
write_preallocate_truncate_nocache 8 Kb, 1744.143596, 350.450966
write_preallocate_truncate_nocache 12 Kb, 1206.405996, 11.470296
write_preallocate_truncate_nocache 16 Kb, 2971.962730, 1270.068555
write_preallocate_truncate_nocache 24 Kb, 2096.062058, 142.545903
write_preallocate_truncate_nocache 32 Kb, 2199.320867, 1314.915320
write_preallocate_truncate_nocache 40 Kb, 1602.452738, 27.576064
write_preallocate_truncate_nocache 48 Kb, 1599.960263, 10.281201
write_preallocate_truncate_nocache 56 Kb, 1534.649234, 23.154444
write_preallocate_truncate_nocache 64 Kb, 1499.584321, 6.440555
write_preallocate_truncate_nocache 256 Kb, 1342.828001, 9.362589
write_preallocate_truncate_nocache 1024 Kb, 1288.610532, 15.728171
write_preallocate_truncate_nocache 4096 Kb, 1198.898571, 11.128251
write_preallocate_truncate_nocache 16384 Kb, 1202.548936, 4.879934
write_preallocate_truncate_nocache 65536 Kb, 1208.730064, 6.188139
async_write_preallocate_truncate_nocache 4 Kb, 1104.749498, 10.147903
async_write_preallocate_truncate_nocache 8 Kb, 1001.314744, 1.810247
async_write_preallocate_truncate_nocache 12 Kb, 962.767860, 2.400778
async_write_preallocate_truncate_nocache 16 Kb, 950.637824, 8.035650
async_write_preallocate_truncate_nocache 24 Kb, 929.604923, 3.139681
async_write_preallocate_truncate_nocache 32 Kb, 919.180137, 1.583810
async_write_preallocate_truncate_nocache 40 Kb, 916.994589, 7.486021
async_write_preallocate_truncate_nocache 48 Kb, 912.827460, 3.423880
async_write_preallocate_truncate_nocache 56 Kb, 914.535903, 11.694467
async_write_preallocate_truncate_nocache 64 Kb, 941.534843, 22.672565
async_write_preallocate_truncate_nocache 256 Kb, 910.028837, 31.843580
async_write_preallocate_truncate_nocache 1024 Kb, 883.845991, 4.834229
async_write_preallocate_truncate_nocache 4096 Kb, 883.519655, 6.465484
async_write_preallocate_truncate_nocache 16384 Kb, 934.698802, 9.458466
async_write_preallocate_truncate_nocache 65536 Kb, 1084.214614, 14.075019
